,company_code,ibl_distributor_code,ibl_distributor_desc,branch_code,branch_desc,distributor_location_id,distributor_location_desc,order_no,invoice_number,invoice_date,channel,distributor_customer_code,ibl_customer_code,ref_customer_code,ibl_customer_name,brick_code,brick_name,ADD1,ADD2,ADD3,distributor_item_code,ibl_item_code,ibl_item_description,sold_qty,gross_amount,bonus_qty,discount,reason,data_loading_date,transfer_date,record_date,address
10,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,104,2023-08-03,RETAILER,559,2000188430,2000188430,,1010101.0,KOTLI,Near Girls degree college Kotli,,,1015,1013000030,HYDRYLLIN SYRUP 120ml's (PAK),6.0,408.0,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,near girl degree college
11,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,104,2023-08-03,RETAILER,559,2000188430,2000188430,,1010101.0,KOTLI,Near Girls degree college Kotli,,,1027,1013000063,NUBEROL FORTE TAB 15's (PAK),6.0,597.24,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,near girl degree college
12,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,104,2023-08-03,RETAILER,559,2000188430,2000188430,,1010101.0,KOTLI,Near Girls degree college Kotli,,,1077,1013000158,PEDITRAL SACHET O/F 30 gm (PAK),25.0,531.5,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,near girl degree college
13,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,105,2023-08-03,RETAILER,484,2000087731,2000087731,,1010101.0,KOTLI,DHQ road,,,1001,1013000003,CALAN 40MG TAB 50's (PAK),1.0,120.43,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road
14,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,105,2023-08-03,RETAILER,484,2000087731,2000087731,,1010101.0,KOTLI,DHQ road,,,1005,1013000011,EXTOR 5/80 TABLETS 14'S (PAK),2.0,595.0,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road
15,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,105,2023-08-03,RETAILER,484,2000087731,2000087731,,1010101.0,KOTLI,DHQ road,,,1011,1013000020,GRAVINATE 50MG/ML INJ 25's (PAK),2.0,608.36,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road
16,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,105,2023-08-03,RETAILER,484,2000087731,2000087731,,1010101.0,KOTLI,DHQ road,,,1015,1013000030,HYDRYLLIN SYRUP 120ml's (PAK),6.0,408.0,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road
17,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,105,2023-08-03,RETAILER,484,2000087731,2000087731,,1010101.0,KOTLI,DHQ road,,,1026,1013000057,METROZINE SUSP 90ML (PAK) (LHR) (V1),6.0,436.56,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road
18,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,105,2023-08-03,RETAILER,484,2000087731,2000087731,,1010101.0,KOTLI,DHQ road,,,1027,1013000063,NUBEROL FORTE TAB 15's (PAK),19.0,1891.26,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road
19,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,105,2023-08-03,RETAILER,484,2000087731,2000087731,,1010101.0,KOTLI,DHQ road,,,1027,1013000063,NUBEROL FORTE TAB 15's (PAK),0.0,0.0,1.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road
20,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,105,2023-08-03,RETAILER,484,2000087731,2000087731,,1010101.0,KOTLI,DHQ road,,,1039,1013000080,RHULEF 20MG TABLETS 30'S (PAK),2.0,1615.0,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road
21,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,105,2023-08-03,RETAILER,484,2000087731,2000087731,,1010101.0,KOTLI,DHQ road,,,1056,1013000111,VAPTOR 10MG TAB 10's (PAK),2.0,450.2,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road
22,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,105,2023-08-03,RETAILER,484,2000087731,2000087731,,1010101.0,KOTLI,DHQ road,,,1102,1013000715,TIOFLOW 18MCG CAP 30's (PAK),2.0,1071.0,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road
23,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,105,2023-08-03,RETAILER,484,2000087731,2000087731,,1010101.0,KOTLI,DHQ road,,,1249,1913000121,Maltofer 120 ml Syrup,4.0,1087.04,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road
24,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,106,2023-08-03,RETAILER,107,2000108047,2000108047,,1010101.0,KOTLI,DHQ Road,,,1015,1013000030,HYDRYLLIN SYRUP 120ml's (PAK),3.0,204.0,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ Road
25,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,106,2023-08-03,RETAILER,107,2000108047,2000108047,,1010101.0,KOTLI,DHQ Road,,,1027,1013000063,NUBEROL FORTE TAB 15's (PAK),6.0,597.24,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ Road
26,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,106,2023-08-03,RETAILER,107,2000108047,2000108047,,1010101.0,KOTLI,DHQ Road,,,1077,1013000158,PEDITRAL SACHET O/F 30 gm (PAK),25.0,531.5,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ Road
27,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,107,2023-08-03,RETAILER,341,2000087758,2000087758,,1010101.0,KOTLI,Near DHQ,,,1015,1013000030,HYDRYLLIN SYRUP 120ml's (PAK),19.0,1292.0,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,Near Girls college
28,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,107,2023-08-03,RETAILER,341,2000087758,2000087758,,1010101.0,KOTLI,Near DHQ,,,1015,1013000030,HYDRYLLIN SYRUP 120ml's (PAK),0.0,0.0,1.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,Near Girls college
29,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,107,2023-08-03,RETAILER,341,2000087758,2000087758,,1010101.0,KOTLI,Near DHQ,,,1027,1013000063,NUBEROL FORTE TAB 15's (PAK),38.0,3782.52,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,Near Girls college
30,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,107,2023-08-03,RETAILER,341,2000087758,2000087758,,1010101.0,KOTLI,Near DHQ,,,1027,1013000063,NUBEROL FORTE TAB 15's (PAK),0.0,0.0,2.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,Near Girls college
31,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,107,2023-08-03,RETAILER,341,2000087758,2000087758,,1010101.0,KOTLI,Near DHQ,,,1028,1013000064,NUBEROL TAB 100's (PAK),5.0,2550.0,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,Near Girls college
32,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,107,2023-08-03,RETAILER,341,2000087758,2000087758,,1010101.0,KOTLI,Near DHQ,,,1044,1013000089,SPIROMIDE 20MG TAB 20's (PAK),10.0,1148.0,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,Near Girls college
33,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,107,2023-08-03,RETAILER,341,2000087758,2000087758,,1010101.0,KOTLI,Near DHQ,,,1045,1013000093,SPIROMIDE 40MG TAB 30's (PAK),10.0,2175.8,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,Near Girls college
34,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,107,2023-08-03,RETAILER,341,2000087758,2000087758,,1010101.0,KOTLI,Near DHQ,,,1126,1013000941,VOCINTI 10MG TAB 14's (PAK),3.0,910.38,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,Near Girls college
35,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,107,2023-08-03,RETAILER,341,2000087758,2000087758,,1010101.0,KOTLI,Near DHQ,,,1127,1013000943,VOCINTI 20MG TAB 14's (PAK),3.0,1303.08,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,Near Girls college
36,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,107,2023-08-03,RETAILER,341,2000087758,2000087758,,1010101.0,KOTLI,Near DHQ,,,1161,1019002039,MORCET 10MG TAB 14'S (PAK),3.0,1091.4,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,Near Girls college
37,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,107,2023-08-03,RETAILER,341,2000087758,2000087758,,1010101.0,KOTLI,Near DHQ,,,1236,1913000006,Decadron 4mg/mL (1mL)Injection(1x25`s),3.0,1583.43,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,Near Girls college
38,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,107,2023-08-03,RETAILER,341,2000087758,2000087758,,1010101.0,KOTLI,Near DHQ,,,1238,1913000013,Sinemet 25/250 mg Tablet (10 x 10`s),1.0,1915.5,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,Near Girls college
39,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,107,2023-08-03,RETAILER,341,2000087758,2000087758,,1010101.0,KOTLI,Near DHQ,,,1249,1913000121,Maltofer 120 ml Syrup,4.0,1087.04,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,Near Girls college
40,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,108,2023-08-03,RETAILER,274,2000087746,2000087746,,1010101.0,KOTLI,DHQ Road,,,1045,1013000093,SPIROMIDE 40MG TAB 30's (PAK),2.0,435.16,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road
41,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,108,2023-08-03,RETAILER,274,2000087746,2000087746,,1010101.0,KOTLI,DHQ Road,,,1051,1013000104,Tramal plus Tablet 10'S,2.0,294.18,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road
42,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,108,2023-08-03,RETAILER,274,2000087746,2000087746,,1010101.0,KOTLI,DHQ Road,,,1082,1013000528,MORCET 5MG TAB 14's (PAK),1.0,187.0,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road
43,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,108,2023-08-03,RETAILER,274,2000087746,2000087746,,1010101.0,KOTLI,DHQ Road,,,1136,1013001337,ALDACTONE 100MG COATED TAB 10's (PAK),2.0,197.32,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road
44,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,108,2023-08-03,RETAILER,274,2000087746,2000087746,,1010101.0,KOTLI,DHQ Road,,,1234,1913000001,Aldomet 250 mg Tablet (10 x 10`s),1.0,913.44,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road
45,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,108,2023-08-03,RETAILER,274,2000087746,2000087746,,1010101.0,KOTLI,DHQ Road,,,1292,1013000508,DEXTOP 30MG CAP 30's (PAK),1.0,535.5,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road
46,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,109,2023-08-03,RETAILER,492,2000189596,2000189596,,1010101.0,KOTLI,,DHQ Hospital gali Kotli,,1002,1013000004,CALAN 80MG TAB 50's (PAK),3.0,553.92,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road kotli
47,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,109,2023-08-03,RETAILER,492,2000189596,2000189596,,1010101.0,KOTLI,,DHQ Hospital gali Kotli,,1044,1013000089,SPIROMIDE 20MG TAB 20's (PAK),15.0,1722.0,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road kotli
48,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,109,2023-08-03,RETAILER,492,2000189596,2000189596,,1010101.0,KOTLI,,DHQ Hospital gali Kotli,,1045,1013000093,SPIROMIDE 40MG TAB 30's (PAK),15.0,3263.7,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road kotli
49,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,109,2023-08-03,RETAILER,492,2000189596,2000189596,,1010101.0,KOTLI,,DHQ Hospital gali Kotli,,1082,1013000528,MORCET 5MG TAB 14's (PAK),6.0,1122.0,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road kotli
50,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,109,2023-08-03,RETAILER,492,2000189596,2000189596,,1010101.0,KOTLI,,DHQ Hospital gali Kotli,,1133,1013001308,OSTEGEM OD TAB 30's(PAK)(BLISTER),2.0,958.98,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road kotli
51,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,109,2023-08-03,RETAILER,492,2000189596,2000189596,,1010101.0,KOTLI,,DHQ Hospital gali Kotli,,1161,1019002039,MORCET 10MG TAB 14'S (PAK),6.0,2182.8,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road kotli
52,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,109,2023-08-03,RETAILER,492,2000189596,2000189596,,1010101.0,KOTLI,,DHQ Hospital gali Kotli,,1258,1919000018,Ferinject 50mg/ml Injection (1 X 1`s),2.0,11799.26,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road kotli
53,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,109,2023-08-03,RETAILER,492,2000189596,2000189596,,1010101.0,KOTLI,,DHQ Hospital gali Kotli,,1302,1919000019,Venofer 100 mg Injection (5 X 5ml`s),3.0,7557.0,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,DHQ road kotli
54,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,110,2023-08-03,RETAILER,512,2000087742,2000087742,,1010101.0,KOTLI,pindi road kotli,,,1001,1013000003,CALAN 40MG TAB 50's (PAK),2.0,240.86,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,pindi road kotli
55,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,110,2023-08-03,RETAILER,512,2000087742,2000087742,,1010101.0,KOTLI,pindi road kotli,,,1136,1013001337,ALDACTONE 100MG COATED TAB 10's (PAK),2.0,197.32,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,pindi road kotli
56,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,111,2023-08-03,RETAILER,159,2000161838,2000161838,,1010101.0,KOTLI,DHQ Hospital Road Kotli,,,1027,1013000063,NUBEROL FORTE TAB 15's (PAK),5.0,497.7,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,dhq road
57,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,111,2023-08-03,RETAILER,159,2000161838,2000161838,,1010101.0,KOTLI,DHQ Hospital Road Kotli,,,1249,1913000121,Maltofer 120 ml Syrup,2.0,543.52,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,dhq road
58,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,112,2023-08-03,RETAILER,471,2000187016,2000187016,,1010101.0,KOTLI,Near Abshar Chowk Kotli Azad Kashmir,,,1013,1013000024,CO-EXTOR 5/160/12.5 MG TAB  28'S (PAK),1.0,732.77,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,abshaar Chowk near DHQ hospital
59,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,112,2023-08-03,RETAILER,471,2000187016,2000187016,,1010101.0,KOTLI,Near Abshar Chowk Kotli Azad Kashmir,,,1014,1013000028,HYDRYLLIN DM SYRUP 120ml's (PAK),5.0,382.5,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,abshaar Chowk near DHQ hospital
60,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,112,2023-08-03,RETAILER,471,2000187016,2000187016,,1010101.0,KOTLI,Near Abshar Chowk Kotli Azad Kashmir,,,1016,1013000034,LAMNET 25MG TAB 30's (PAK),2.0,700.32,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,abshaar Chowk near DHQ hospital
61,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,112,2023-08-03,RETAILER,471,2000187016,2000187016,,1010101.0,KOTLI,Near Abshar Chowk Kotli Azad Kashmir,,,1050,1013000102,TRAMAL 50MG CAP 10's (PAK),5.0,841.5,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,abshaar Chowk near DHQ hospital
62,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,112,2023-08-03,RETAILER,471,2000187016,2000187016,,1010101.0,KOTLI,Near Abshar Chowk Kotli Azad Kashmir,,,1051,1013000104,Tramal plus Tablet 10'S,2.0,294.18,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,abshaar Chowk near DHQ hospital
63,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,112,2023-08-03,RETAILER,471,2000187016,2000187016,,1010101.0,KOTLI,Near Abshar Chowk Kotli Azad Kashmir,,,1053,1013000106,TRAMAL 100MG SR TAB 10's (PAK),2.0,583.46,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,abshaar Chowk near DHQ hospital
64,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,112,2023-08-03,RETAILER,471,2000187016,2000187016,,1010101.0,KOTLI,Near Abshar Chowk Kotli Azad Kashmir,,,1068,1013000134,BYSCARD 10MG TABLETS 14'S (PAK) (V1),2.0,693.2,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,abshaar Chowk near DHQ hospital
65,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,112,2023-08-03,RETAILER,471,2000187016,2000187016,,1010101.0,KOTLI,Near Abshar Chowk Kotli Azad Kashmir,,,1075,1013000155,ECOTEC SACHET 10'S (PAK),2.0,1260.2,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,abshaar Chowk near DHQ hospital
66,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,112,2023-08-03,RETAILER,471,2000187016,2000187016,,1010101.0,KOTLI,Near Abshar Chowk Kotli Azad Kashmir,,,1077,1013000158,PEDITRAL SACHET O/F 30 gm (PAK),100.0,2126.0,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,abshaar Chowk near DHQ hospital
67,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,112,2023-08-03,RETAILER,471,2000187016,2000187016,,1010101.0,KOTLI,Near Abshar Chowk Kotli Azad Kashmir,,,1086,1013000617,LOVANZO 20MG CAP 14's (PAK),1.0,191.48,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,abshaar Chowk near DHQ hospital
68,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,112,2023-08-03,RETAILER,471,2000187016,2000187016,,1010101.0,KOTLI,Near Abshar Chowk Kotli Azad Kashmir,,,1158,1019001992,Selanz 30mg Capsule (2 x 7's),3.0,897.6,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,abshaar Chowk near DHQ hospital
69,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,112,2023-08-03,RETAILER,471,2000187016,2000187016,,1010101.0,KOTLI,Near Abshar Chowk Kotli Azad Kashmir,,,1161,1019002039,MORCET 10MG TAB 14'S (PAK),2.0,727.6,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,abshaar Chowk near DHQ hospital
70,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,112,2023-08-03,RETAILER,471,2000187016,2000187016,,1010101.0,KOTLI,Near Abshar Chowk Kotli Azad Kashmir,,,1215,1519000016,VITRUM TAB,5.0,1242.55,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,abshaar Chowk near DHQ hospital
71,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,113,2023-08-03,RETAILER,247,2000087760,2000087760,,1010101.0,KOTLI,Main Bazar,,,1015,1013000030,HYDRYLLIN SYRUP 120ml's (PAK),19.0,1292.0,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,Main Bazar
72,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,113,2023-08-03,RETAILER,247,2000087760,2000087760,,1010101.0,KOTLI,Main Bazar,,,1015,1013000030,HYDRYLLIN SYRUP 120ml's (PAK),0.0,0.0,1.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,Main Bazar
73,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,113,2023-08-03,RETAILER,247,2000087760,2000087760,,1010101.0,KOTLI,Main Bazar,,,1027,1013000063,NUBEROL FORTE TAB 15's (PAK),19.0,1891.26,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,Main Bazar
74,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,113,2023-08-03,RETAILER,247,2000087760,2000087760,,1010101.0,KOTLI,Main Bazar,,,1027,1013000063,NUBEROL FORTE TAB 15's (PAK),0.0,0.0,1.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,Main Bazar
75,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,113,2023-08-03,RETAILER,247,2000087760,2000087760,,1010101.0,KOTLI,Main Bazar,,,1054,1013000109,VENTEK 10MG TAB 14's (PAK),2.0,767.56,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,Main Bazar
76,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,113,2023-08-03,RETAILER,247,2000087760,2000087760,,1010101.0,KOTLI,Main Bazar,,,1056,1013000111,VAPTOR 10MG TAB 10's (PAK),1.0,225.1,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,Main Bazar
77,6300,2000087658,Nusrat Pharma,8045,Kotli,29,Kotli             ,,113,2023-08-03,RETAILER,247,2000087760,2000087760,,1010101.0,KOTLI,Main Bazar,,,1075,1013000155,ECOTEC SACHET 10'S (PAK),1.0,630.1,0.0,0.0,SALES,,2023-10-05 16:07:47.349227,20230928.0,Main Bazar
